,ts_code,close,open,high,low,pre_close,change,pct_chg,volume,amount,returns,logReturns,ma5,ma20,ma60,volatility
2024-12-02,000001.SH,3363.9823,3328.482,3369.3032,3323.0091,3326.4557,37.5266,1.1281,668477762.0,709509517.8,0.011281256503731685,0.011218097692855063,3311.1344799999997,,,
