date,ts_code,close,open,high,low,pre_close,change,pct_chg,volume,amount,returns,logReturns,ma5,ma20,ma60,volatility
2023-10-09,000300.SH,3684.7272,3678.929,3694.1713,3641.9966,3689.5172,-4.79,-0.1298,102148058.0,178072374.748,,,,,,
2023-10-10,000300.SH,3657.1259,3696.2542,3701.2562,3655.589,3684.7272,-27.6013,-0.7491,99163730.0,161938958.925,-0.007490730928465972,-0.00751892734950509,,,,
2023-10-11,000300.SH,3667.5483,3674.7514,3689.5347,3658.355,3657.1259,10.4224,0.285,102091587.0,187667554.127,0.002849888214130125,0.0028458349817270063,,,,
2023-10-12,000300.SH,3702.3824,3697.9337,3711.4985,3682.8418,3667.5483,34.8341,0.9498,114363225.0,194598219.817,0.00949792535792926,0.009453103650197869,,,,
2023-10-13,000300.SH,3663.4104,3677.9585,3678.1913,3652.3094,3702.3824,-38.972,-1.0526,98287987.0,170152309.003,-0.010526195241204572,-0.010581987499846852,3675.0388399999997,,,
2023-10-16,000300.SH,3626.5972,3664.039,3664.039,3615.7686,3663.4104,-36.8132,-1.0049,91853118.0,159537973.598,-0.01004888777954005,-0.01009971866830757,3663.41284,,,
2023-10-17,000300.SH,3639.4018,3635.2994,3645.5654,3619.1277,3626.5972,12.8046,0.3531,90745188.0,147056233.347,0.0035307477764554562,0.0035245293194285997,3659.8680200000003,,,
2023-10-18,000300.SH,3610.5767,3631.0671,3632.0579,3608.9768,3639.4018,-28.8251,-0.792,94545879.0,158982356.667,-0.00792028514136578,-0.007951817205375517,3648.4737,,,
2023-10-19,000300.SH,3533.5445,3588.5154,3588.5154,3532.3059,3610.5767,-77.0322,-2.1335,111737520.0,189194781.844,-0.021335151251599238,-0.021566035463477812,3614.7061200000003,,,
2023-10-20,000300.SH,3510.5889,3518.3464,3535.6623,3501.725,3533.5445,-22.9556,-0.6496,98518605.0,169591289.145,-0.006496479667936761,-0.006517673632614436,3584.14182,,,
2023-10-23,000300.SH,3474.2438,3500.199,3505.3468,3450.6456,3510.5889,-36.3451,-1.0353,96561652.0,152054894.179,-0.010352992342680722,-0.010406957357291196,3553.67114,,,
2023-10-24,000300.SH,3487.1302,3481.7644,3495.0039,3453.1016,3474.2438,12.8864,0.3709,115547289.0,186529203.442,0.0037091236947734973,0.003702261857848989,3523.21682,,,
2023-10-25,000300.SH,3504.4576,3524.2965,3531.8314,3500.9154,3487.1302,17.3274,0.4969,128009617.0,203691741.119,0.004968956995067275,0.004956652471855501,3501.993,,,
2023-10-26,000300.SH,3514.1448,3484.7807,3515.5716,3478.0503,3504.4576,9.6872,0.2764,105143566.0,176088467.226,0.0027642508786522857,0.0027604373632512803,3498.1130599999997,,,
2023-10-27,000300.SH,3562.3851,3501.171,3576.5861,3494.5488,3514.1448,48.2403,1.3727,120225108.0,224301960.437,0.013727465072014056,0.013634096924963092,3508.4723,,,
2023-10-30,000300.SH,3583.7718,3554.1055,3592.7188,3554.0238,3562.3851,21.3867,0.6003,144010426.0,242973328.094,0.006003477838485205,0.005985528767481468,3530.3779000000004,,,
2023-10-31,000300.SH,3572.5056,3581.6759,3581.6759,3554.5822,3583.7718,-11.2662,-0.3144,112587267.0,196317658.324,-0.003143671145579119,-0.003148622860146272,3547.4529800000005,,,
2023-11-01,000300.SH,3571.0268,3605.7576,3606.4126,3564.6421,3572.5056,-1.4788,-0.0414,97645538.0,182943566.435,-0.0004139391691926342,-0.0004140248656600958,3560.76682,,,
2023-11-02,000300.SH,3554.1889,3580.0672,3597.1699,3553.7406,3571.0268,-16.8379,-0.4715,90359643.0,149465055.434,-0.004715142434663311,-0.004726293786034514,3568.77564,,,
2023-11-03,000300.SH,3584.1364,3558.5303,3596.101,3558.5303,3554.1889,29.9475,0.8426,97542101.0,165865989.2,0.008425973082072158,0.008390672725506256,3573.1259,3585.194715,,
2023-11-06,000300.SH,3632.6084,3608.3187,3635.7897,3600.6304,3584.1364,48.472,1.3524,152982463.0,254465948.11,0.013524038873074185,0.01343340529964992,3582.8932199999995,3582.588775,,0.14538842295086685
2023-11-07,000300.SH,3619.7593,3623.7849,3628.4615,3606.2975,3632.6084,-12.8491,-0.3537,110288591.0,190433605.311,-0.0035371552848911803,-0.003543425809558976,3592.3439599999997,3580.7204450000004,,0.14359541582325622
2023-11-08,000300.SH,3611.0723,3610.6434,3627.0479,3591.8248,3619.7593,-8.687,-0.24,110594230.0,192594372.353,-0.0023998833292590005,-0.002402767664892778,3600.35306,3577.896645,,0.14319207252008379
2023-11-09,000300.SH,3612.8263,3603.1082,3624.4141,3601.3744,3611.0723,1.754,0.0486,111872057.0,189355228.592,0.00048572829738136036,0.00048561036957762407,3612.08054,3573.41884,,0.13813254005158693
2023-11-10,000300.SH,3586.4893,3596.0688,3599.4519,3576.1011,3612.8263,-26.337,-0.729,102107034.0,166924677.328,-0.007289860572593843,-0.007316561449093594,3612.55112,3569.5727850000003,,0.13568662694093642
2023-11-13,000300.SH,3579.4141,3593.9109,3599.3897,3562.7682,3586.4893,-7.0752,-0.1973,96707649.0,164821249.625,-0.0019727369603472766,-0.001974685368791237,3601.91226,3567.2136299999997,,0.1315280964727327
2023-11-14,000300.SH,3582.0584,3581.1034,3600.1483,3568.882,3579.4141,2.6443,0.0739,100884158.0,165935163.426,0.0007387521885215964,0.0007384794454416723,3594.37208,3564.3464600000007,,0.13072991689894112
2023-11-15,000300.SH,3607.2454,3616.8765,3620.6007,3596.9158,3582.0584,25.187,0.7031,104929218.0,188932150.501,0.007031431983353542,0.007006826738225458,3593.6067000000003,3564.179895,,0.13064381390105412
2023-11-16,000300.SH,3572.3641,3600.9813,3605.2898,3572.3636,3607.2454,-34.8813,-0.967,87464780.0,146629217.158,-0.009669788476270536,-0.009716844474267466,3585.51426,3566.1208749999996,,0.11038474155979802
2023-11-17,000300.SH,3568.0685,3561.3112,3573.6819,3547.0287,3572.3641,-4.2956,-0.1202,87319207.0,139621898.705,-0.001202453019836347,-0.0012031765465315332,3581.8301,3568.994855,,0.10745074347436093
2023-11-20,000300.SH,3576.3233,3569.7314,3586.9731,3545.1038,3568.0685,8.2548,0.2314,91080445.0,157449634.694,0.0023135206064570646,0.0023108485381220117,3581.21194,3574.09883,,0.09903738140743411
2023-11-21,000300.SH,3581.0674,3587.8779,3615.0569,3575.682,3576.3233,4.7441,0.1327,108594314.0,175922105.93,0.0013265299588547386,0.001325650895305748,3581.01374,3578.79569,,0.09868257258783764
2023-11-22,000300.SH,3544.4162,3569.4389,3574.3782,3544.4162,3581.0674,-36.6512,-1.0235,84784381.0,136041195.539,-0.010234713817450003,-0.010287448626604224,3568.4479,3580.7936200000004,,0.1057853900104886
2023-11-23,000300.SH,3561.5204,3541.4416,3562.0675,3529.939,3544.4162,17.1042,0.4826,84800167.0,141499811.491,0.004825674817759751,0.004814068572702551,3566.2791599999996,3583.1623999999997,,0.1065977896975602
2023-11-24,000300.SH,3538.0087,3560.6462,3560.6462,3533.9955,3561.5204,-23.5117,-0.6602,85018403.0,140101998.555,-0.006601590713898431,-0.006623477592530993,3560.2672,3581.94358,,0.09767500400007158
2023-11-27,000300.SH,3511.9424,3534.4445,3534.4445,3492.8623,3538.0087,-26.0663,-0.7368,99102314.0,155975437.036,-0.0073675059080550165,-0.007394780023751533,3547.39102,3578.35211,,0.09771575467170913
2023-11-28,000300.SH,3518.5232,3510.6554,3521.0463,3501.1093,3511.9424,6.5808,0.1874,89335789.0,147740535.862,0.0018738348328264376,0.0018720813944303417,3534.8821799999996,3575.65299,,0.09787463640551035
2023-11-29,000300.SH,3488.3073,3518.8836,3519.198,3482.2444,3518.5232,-30.2159,-0.8588,98841412.0,155948235.976,-0.008587665415990431,-0.008624751891447943,3523.6603999999998,3571.517015,,0.10173450301161505
2023-11-30,000300.SH,3496.2028,3485.5171,3505.1273,3481.4515,3488.3073,7.8955,0.2263,101350820.0,153790180.653,0.002263418707405762,0.0022608610339468075,3510.59688,3568.61771,,0.1015080067841732
2023-12-01,000300.SH,3482.8813,3494.2234,3494.2234,3452.1728,3496.2028,-13.3215,-0.381,108530941.0,176078323.469,-0.003810276680746294,-0.0038175542772575606,3499.5714,3563.5549550000005,,0.09589028304730146
2023-12-04,000300.SH,3460.138,3481.0449,3488.133,3459.611,3482.8813,-22.7433,-0.653,97156826.0,164664395.293,-0.006530024436951165,-0.006551438319548501,3489.2105200000005,3554.931435,,0.07947012738086855
2023-12-05,000300.SH,3394.2571,3450.0898,3450.0898,3393.8139,3460.138,-65.8809,-1.904,100472007.0,164840691.112,-0.019039963145978556,-0.019223557398418245,3464.3572999999997,3543.656325,,0.09901663585769871
2023-12-06,000300.SH,3399.598,3387.8798,3420.2773,3382.9457,3394.2571,5.3409,0.1574,105805519.0,172142987.725,0.0015735107396550596,0.0015722740687378373,3446.61544,3533.08261,,0.10043281248197213
