,ts_code,open,high,low,close,pre_close,change,pct_chg,volume,amount,returns,logReturns,ma5,ma20,ma60,volatility
2024-12-02,000002.SZ,8.53,8.73,8.52,8.68,8.6,0.08,0.9302,1087413.56,940174.756,0.009302325581395321,0.009259325412796726,8.514,,,
