,ts_code,close,open,high,low,pre_close,change,pct_chg,volume,amount,returns,logReturns,ma5,ma20,ma60,volatility
2024-12-02,000300.SH,3947.632,3909.7029,3955.1252,3902.1697,3916.5832,31.0488,0.7928,197289784.0,368591235.991,0.007927522132046061,0.007896264417277947,3896.79902,,,
