,ts_code,open,high,low,close,pre_close,change,pct_chg,volume,amount,returns,logReturns,ma5,ma20,ma60,volatility
2024-12-02,000001.SZ,11.39,11.4,11.31,11.39,11.38,0.01,0.0879,975433.66,1108785.597,0.0008787346221441616,0.0008783487609059586,11.354000000000001,,,
