date,ts_code,open,high,low,close,pre_close,change,pct_chg,volume,amount,returns,logReturns,ma5,ma20,ma60,volatility
2023-07-07,000969.SZ,9.52,9.53,9.33,9.43,9.55,-0.12,-1.2565,170450.27,160391.549,,,,,,
2023-07-10,000969.SZ,9.43,9.53,9.31,9.36,9.43,-0.07,-0.7423,122940.22,115576.64,-0.007423117709438043,-0.007450806155865527,,,,
2023-07-11,000969.SZ,9.35,9.43,9.32,9.42,9.36,0.06,0.641,84342.8,79110.371,0.0064102564102563875,0.006389798098770988,,,,
2023-07-12,000969.SZ,9.39,9.44,9.27,9.29,9.42,-0.13,-1.38,109493.73,102303.393,-0.013800424628450214,-0.01389653576252465,,,,
2023-07-13,000969.SZ,9.33,9.53,9.29,9.48,9.29,0.19,2.0452,145205.1,137188.288,0.020452099031216475,0.0202457634411834,9.395999999999999,,,
2023-07-14,000969.SZ,9.46,9.5,9.41,9.44,9.48,-0.04,-0.4219,96914.0,91688.703,-0.0042194092827004814,-0.004228336109521176,9.398,,,
2023-07-17,000969.SZ,9.43,9.45,9.27,9.37,9.44,-0.07,-0.7415,90105.0,84385.765,-0.007415254237288171,-0.007442883907078536,9.4,,,
2023-07-18,000969.SZ,9.37,9.57,9.33,9.49,9.37,0.12,1.2807,132047.92,125115.394,0.012806830309498585,0.01272551637150586,9.413999999999998,,,
2023-07-19,000969.SZ,9.48,9.52,9.33,9.44,9.49,-0.05,-0.5269,102674.23,96596.845,-0.005268703898840932,-0.005282632464427224,9.443999999999999,,,
2023-07-20,000969.SZ,9.44,9.47,9.23,9.23,9.44,-0.21,-2.2246,94909.0,88500.396,-0.022245762711864292,-0.022496931642648415,9.394,,,
2023-07-21,000969.SZ,9.22,9.28,9.13,9.18,9.23,-0.05,-0.5417,89205.28,82021.125,-0.005417118093174467,-0.005431843882361729,9.342,,,
2023-07-24,000969.SZ,9.17,9.25,9.08,9.18,9.18,0.0,0.0,59584.0,54678.806,0.0,0.0,9.303999999999998,,,
2023-07-25,000969.SZ,9.24,9.38,9.23,9.34,9.18,0.16,1.7429,90857.0,84656.874,0.017429193899782147,0.01727904760835217,9.274000000000001,,,
